kind,subject,session,file,q_no,answer
answer_text,Library,2017-18,Library_MS.md,3,Module 3: Library &
answer_text,Library,2017-18,Library_MS.md,4,Module 4: Computer
answer_text,Library,2017-18,Library_MS.md,2,"Understanding 4,5,10,11 13,17 24 7 16 20%"
answer_text,Library,2017-18,Library_MS.md,5,"Evaluation 16,22 27 3 12 15%"
answer_text,Home Science,2017-18,HomeScience_MS.md,15,Reason – consuming adulterated food with argemone. (1/ 2 + 1 + 1 1 /2 = 3)
answer_text,Home Science,2017-18,HomeScience_MS.md,1,Lack of availability of quality goods
answer_text,Home Science,2017-18,HomeScience_MS.md,3,High Prices than M.R.P
answer_text,Home Science,2017-18,HomeScience_MS.md,4,Incorrect weights and measures
answer_text,Home Science,2017-18,HomeScience_MS.md,5,Incomplete or misleading consumer information
mcq_key,Informatics,2017-18,Informatics_Practices_MS.md,2,A
mcq_key,Informatics,2017-18,Informatics_Practices_MS.md,3,A
mcq_key,Informatics,2017-18,Informatics_Practices_MS.md,4,A
mcq_key,Informatics,2017-18,Informatics_Practices_MS.md,6,A
mcq_key,Informatics,2017-18,Informatics_Practices_MS.md,7,A
answer_text,Informatics,2017-18,Informatics_Practices_MS.md,1,CUSTOMER‟S NAME
mcq_key,Malayalam,2017-18,Malayalam_MS.md,2,A
answer_text,Accountancy,2021-22,Accountancy-MS_Term2.md,10,A primary key is a field that identifies each record in a database table
answer_text,Accountancy,2021-22,Accountancy-MS_Term2.md,11,Simple and Integrated: It helps all businesses by automating and
answer_text,Applied,2021-22,Applied_Arts_MS.md,1,C-1690 A.D 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,2,A-Jahangir 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,3,B-Ustad Faquirullah Khan 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,4,B-Ragini Pathamsika 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,5,A-Rajasthani School 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,6,C-Basoli 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,7,"A-Mughal school, Rajasthani school 0.6"
answer_text,Applied,2021-22,Applied_Arts_MS.md,8,D-Deccan 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,9,C-Pahari 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,10,C-15th Century A.D 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,11,B-Bikaner 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,12,B-Shahjahan 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,13,A-Mewar 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,14,B-Raagmala 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,15,A-Maru Ragini 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,16,A-Mughal 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,17,C-Mandi sub school 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,18,C-Mewar 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,19,A-Water colors 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,20,B-Jahangir 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,21,D-Akbar 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,22,B-Akbar Nama 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,23,A-Bikaner 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,24,B-Hindoor(Nalagarh) 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,25,C-Krishna lifting Mount Govardhana 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,26,D-Deccan and Mughal school. 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,27,A-1585-1590 A.D 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,28,B-Harivansh Puran 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,29,A-Miskin 0.6
answer_text,Applied,2021-22,Applied_Arts_MS.md,30,C-Yellow 0.6
mcq_key,Physics,2021-22,Physics-MS_Term2.md,11,A
answer_text,German,2021-22,German-MS.md,1,Die Freundin von _meinem__________ Onkel hat schöne Augen.
answer_text,German,2021-22,German-MS.md,2,Die Tür von __ihrem________ Haus ist ganz modern.
answer_text,German,2021-22,German-MS.md,3,Die Probleme von __meinem__________ Nachbarn sind gröβer als meine
answer_text,German,2021-22,German-MS.md,4,Daneben ist das Fahrrad von ___dem__________ Sekretär.
answer_text,German,2021-22,German-MS.md,5,Es gibt auch einen Parkplatz für die Kunden von _diesen__________ Kaufhäusern
mcq_key,Computer Science,2021-22,ComputerScience-MS.md,43,B
mcq_key,Computer Science,2021-22,ComputerScience-MS.md,44,D
mcq_key,Computer Science,2021-22,ComputerScience-MS.md,45,B
mcq_key,Computer Science,2021-22,ComputerScience-MS.md,46,A
mcq_key,Computer Science,2021-22,ComputerScience-MS.md,47,B
mcq_key,Computer Science,2021-22,ComputerScience-MS.md,48,B
mcq_key,Computer Science,2021-22,ComputerScience-MS.md,49,B
mcq_key,Computer Science,2021-22,ComputerScience-MS.md,50,C
mcq_key,Computer Science,2021-22,ComputerScience-MS.md,51,B
mcq_key,Computer Science,2021-22,ComputerScience-MS.md,52,C
mcq_key,Computer Science,2021-22,ComputerScience-MS.md,53,D
mcq_key,Computer Science,2021-22,ComputerScience-MS.md,54,C
mcq_key,Computer Science,2021-22,ComputerScience-MS.md,55,C
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,1,B
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,2,A
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,3,C
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,4,B
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,5,C
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,6,A
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,7,C
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,8,C
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,9,A
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,10,A
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,11,B
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,12,C
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,13,C
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,14,B
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,15,B
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,16,B
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,17,C
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,18,C
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,19,B
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,20,C
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,21,C
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,22,B
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,23,C
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,24,A
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,25,B
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,26,C
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,27,A
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,28,D
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,29,B
mcq_key,Bharatnatyam,2021-22,Bharatnatyam-MS.md,30,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,31,C
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,33,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,34,B
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,35,B
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,36,B
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,37,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,38,C
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,39,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,40,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,41,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,45,B
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,46,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,47,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,48,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,49,D
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,50,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,51,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,52,C
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,53,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,54,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,55,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,56,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,57,B
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,58,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,59,A
mcq_key,Biotechnology,2021-22,Biotechnology-MS.md,60,B
answer_text,Biotechnology,2021-22,Biotechnology-MS.md,32,C.Mass Spectrometry
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,46,A
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,47,A
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,48,B
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,49,B
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,50,B
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,51,A
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,52,B
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,53,A
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,54,A
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,55,B
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,56,D
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,57,B
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,58,A
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,59,A
mcq_key,Business Studies,2021-22,BusinessStudies-MS.md,60,C
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,4,Transfer of property by exchange can happen only by way of: a.Sale
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,5,An offer lapses by _______________. b.Revocation
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,6,"Under criminal law, drug trade would fall under which category of crime d.Organised"
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,7,Segregating the wrongdoer from the rest of the society by giving him b.Incapacitation
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,8,When certain terms or all terms of a contract are cancelled it is known b.Rescission
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,9,"In automobile insurance, all drivers are required to pay insurance c.Loss-spreading"
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,16,Who among the following is the chairman of Lok Adalat? a.Sitting/Retired
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,17,The objective of awarding damages by the court is to put the injured a.Doctrine of
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,18,The Constitution of India gives vast powers to the Court and ensures d.The conduct of
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,19,Which form of arbitration has been defined specifically under section c.International
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,20,Which one of the following tribunals flourishing in the Vedic age a.Kula
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,1,Mr. Satish Kumar was a Supreme Court judge. It was discovered that he a.Two are
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,2,The dispute regarding the sharing of water resources between the State of b.Original
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,3,Rajesh served in the Indian army as a commando. He was asked to report a. Principle of
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,10,Match the following: a. A-2; B-3; C-
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,11,Assertion (A): A contract lawyer would look up the Contract Act to look for a. Both A and
answer_text,Legal Studies,2021-22,LegalStudies-MS.md,12,Sheena was a builder. She constructed a shopping complex at the b. Ajit is not
answer_text,Maths,2021-22,Maths-MS_Term2.md,5,A bag contains 1 red and 3 white balls. Find the probability distribution of the
answer_text,Maths,2021-22,Maths-MS_Term2.md,6,Two cards are drawn at random from a pack of 52 cards one-by-one without
answer_text,Maths,2021-22,Maths-MS_Term2.md,7,Find: ∫ (𝑥 2 +1)𝑥 𝑑𝑥
answer_text,Maths,2021-22,Maths-MS_Term2.md,8,Find the general solution of the following differential equation:
answer_text,Maths,2021-22,Maths-MS_Term2.md,13,"Find the foot of the perpendicular from the point (1, 2, 0) upon the plane"
answer_text,Applied,2021-22,Applied_Arts_MS_Term2.md,6,(1) Radhika is one of the beautiful wash paintings of M.A.R. CHUGHTAI. In 4
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,28,D
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,29,C
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,30,C
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,31,A
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,32,C
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,33,B
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,34,C
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,35,A
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,36,A
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,37,D
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,38,B
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,39,C
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,40,B
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,41,D
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,42,B
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,43,C
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,44,D
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,45,B
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,46,A
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,47,C
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,48,D
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,49,A
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,50,B
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,51,C
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,52,C
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,53,B
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,54,A
mcq_key,Engg Graphics,2021-22,EnggGraphics-MS.md,55,D
mcq_key,English Elective,2021-22,EnglishElective-MS_Term2.md,6,A
mcq_key,Informatics Practices,2021-22,InformaticsPractices-MS.md,41,D
mcq_key,Informatics Practices,2021-22,InformaticsPractices-MS.md,44,A
mcq_key,Informatics Practices,2021-22,InformaticsPractices-MS.md,45,B
mcq_key,Informatics Practices,2021-22,InformaticsPractices-MS.md,46,B
mcq_key,Informatics Practices,2021-22,InformaticsPractices-MS.md,47,B
mcq_key,Informatics Practices,2021-22,InformaticsPractices-MS.md,48,A
mcq_key,Informatics Practices,2021-22,InformaticsPractices-MS.md,49,C
mcq_key,Informatics Practices,2021-22,InformaticsPractices-MS.md,50,A
mcq_key,Informatics Practices,2021-22,InformaticsPractices-MS.md,52,B
mcq_key,Informatics Practices,2021-22,InformaticsPractices-MS.md,53,B
mcq_key,Informatics Practices,2021-22,InformaticsPractices-MS.md,54,B
mcq_key,Informatics Practices,2021-22,InformaticsPractices-MS.md,55,A
answer_text,Manipuri Dance,2021-22,ManipuriDance-MS_Term2.md,6,Anyone. For eg : Tribal Dance of Manipur :- Kabui Naga Dance 4
mcq_key,Pol Sci,2021-22,PolSci-MS_Term2.md,11,A
mcq_key,Pol Sci,2021-22,PolSci-MS_Term2.md,4,A
mcq_key,Pol Sci,2021-22,PolSci-MS_Term2.md,7,A
mcq_key,Pol Sci,2021-22,PolSci-MS_Term2.md,8,A
mcq_key,Pol Sci,2021-22,PolSci-MS_Term2.md,12,A
mcq_key,Pol Sci,2021-22,PolSci-MS_Term2.md,13,A
answer_text,Pol Sci,2021-22,PolSci-MS_Term2.md,3,The 21st century India is being seen as an important emerging
answer_text,Pol Sci,2021-22,PolSci-MS_Term2.md,9,The European Union-
answer_text,Pol Sci,2021-22,PolSci-MS_Term2.md,10,The various issues regarding the National Emergency of
mcq_key,Painting,2021-22,Painting-MS.md,30,C
answer_text,Painting,2021-22,Painting-MS.md,1,B-16th century A.D 0.6
answer_text,Painting,2021-22,Painting-MS.md,2,A-Love scenes of Radha and Krishna 0.6
answer_text,Painting,2021-22,Painting-MS.md,3,C-Radha Bani Thani 0.6
answer_text,Painting,2021-22,Painting-MS.md,4,C-Nathdwara 0.6
answer_text,Painting,2021-22,Painting-MS.md,5,C-Pahari 0.6
answer_text,Painting,2021-22,Painting-MS.md,6,B-Guler 0.6
answer_text,Painting,2021-22,Painting-MS.md,7,A- Mughal style & Rajasthani style 0.6
answer_text,Painting,2021-22,Painting-MS.md,8,C-Abul Fazal 0.6
answer_text,Painting,2021-22,Painting-MS.md,9,D-flower 0.6
answer_text,Painting,2021-22,Painting-MS.md,10,D-Bijapur 0.6
answer_text,Painting,2021-22,Painting-MS.md,11,C-876 0.6
answer_text,Painting,2021-22,Painting-MS.md,12,A- Deccan style 0.6
answer_text,Painting,2021-22,Painting-MS.md,13,C-Flashy 0.6
answer_text,Painting,2021-22,Painting-MS.md,14,B-Rukunuddin 0.6
answer_text,Painting,2021-22,Painting-MS.md,15,A- Maru-Ragini 0.6
answer_text,Painting,2021-22,Painting-MS.md,16,D-Jaipur Style 0.6
answer_text,Painting,2021-22,Painting-MS.md,17,D-In the form of bow/long and narrow 0.6
answer_text,Painting,2021-22,Painting-MS.md,18,C-Nayikabhed/Mughda nayika 0.6
answer_text,Painting,2021-22,Painting-MS.md,19,D- Rajasthani Or Hindu style 0.6
answer_text,Painting,2021-22,Painting-MS.md,20,A-Akbar 0.6
answer_text,Painting,2021-22,Painting-MS.md,21,A-Bihjad 0.6
answer_text,Painting,2021-22,Painting-MS.md,22,A-Akbar Nama 0.6
answer_text,Painting,2021-22,Painting-MS.md,23,B-QuliIntab Shah 0.6
answer_text,Painting,2021-22,Painting-MS.md,24,A-West Bengal 0.6
answer_text,Painting,2021-22,Painting-MS.md,25,(1) 0.6
answer_text,Painting,2021-22,Painting-MS.md,26,(1) 0.6
answer_text,Painting,2021-22,Painting-MS.md,27,(2) 0.6
answer_text,Painting,2021-22,Painting-MS.md,28,(2) 0.6
answer_text,Painting,2021-22,Painting-MS.md,29,(2) 0.6
mcq_key,Assamese,2021-22,Assamese-MS_Term2.md,4,A
mcq_key,Assamese,2021-22,Assamese-MS_Term2.md,6,A
answer_text,Odissi,2021-22,Odissi-MS_Term2.md,6,"Odissi Aharya consists of costume, different ornaments (Alankara) and 4"
mcq_key,Biology,2021-22,Biology-MS.md,20,B
mcq_key,Biology,2021-22,Biology-MS.md,21,A
mcq_key,Biology,2021-22,Biology-MS.md,22,B
mcq_key,Biology,2021-22,Biology-MS.md,24,A
mcq_key,Biology,2021-22,Biology-MS.md,25,C
mcq_key,Biology,2021-22,Biology-MS.md,26,D
mcq_key,Biology,2021-22,Biology-MS.md,27,C
mcq_key,Biology,2021-22,Biology-MS.md,28,C
mcq_key,Biology,2021-22,Biology-MS.md,29,A
mcq_key,Biology,2021-22,Biology-MS.md,30,A
mcq_key,Biology,2021-22,Biology-MS.md,31,A
mcq_key,Biology,2021-22,Biology-MS.md,32,D
mcq_key,Biology,2021-22,Biology-MS.md,33,C
mcq_key,Biology,2021-22,Biology-MS.md,34,B
mcq_key,Biology,2021-22,Biology-MS.md,35,C
mcq_key,Biology,2021-22,Biology-MS.md,36,D
mcq_key,Biology,2021-22,Biology-MS.md,37,C
mcq_key,Biology,2021-22,Biology-MS.md,38,D
mcq_key,Biology,2021-22,Biology-MS.md,39,B
mcq_key,Biology,2021-22,Biology-MS.md,40,B
mcq_key,Biology,2021-22,Biology-MS.md,41,B
mcq_key,Biology,2021-22,Biology-MS.md,2,C
mcq_key,Biology,2021-22,Biology-MS.md,5,C
mcq_key,Biology,2021-22,Biology-MS.md,7,C
mcq_key,Biology,2021-22,Biology-MS.md,10,B
mcq_key,Biology,2021-22,Biology-MS.md,23,C
mcq_key,Biology,2021-22,Biology-MS.md,44,D
mcq_key,Biology,2021-22,Biology-MS.md,48,D
mcq_key,Biology,2021-22,Biology-MS.md,49,C
mcq_key,Biology,2021-22,Biology-MS.md,50,B
mcq_key,Biology,2021-22,Biology-MS.md,51,C
mcq_key,Biology,2021-22,Biology-MS.md,52,A
mcq_key,Biology,2021-22,Biology-MS.md,53,D
mcq_key,Biology,2021-22,Biology-MS.md,54,B
mcq_key,Biology,2021-22,Biology-MS.md,56,C
mcq_key,Biology,2021-22,Biology-MS.md,57,C
mcq_key,Biology,2021-22,Biology-MS.md,58,C
mcq_key,Biology,2021-22,Biology-MS.md,59,A
mcq_key,Biology,2021-22,Biology-MS.md,60,C
mcq_key,Computer Science,2021-22,ComputerScience-MS_Term2.md,7,A
mcq_key,Computer Science,2021-22,ComputerScience-MS_Term2.md,11,A
mcq_key,Computer Science,2021-22,ComputerScience-MS_Term2.md,5,A
answer_text,Computer Science,2021-22,ComputerScience-MS_Term2.md,6,(i) SHOW TABLES; 1 mark for
answer_text,Computer Science,2021-22,ComputerScience-MS_Term2.md,9,(i) ALTER TABLE Item 1 mark for
answer_text,Computer Science,2021-22,ComputerScience-MS_Term2.md,10,CREATE DATABASE MYEARTH; 1 mark for
mcq_key,NCC,2021-22,NCC-MS_Term2.md,12,A
answer_text,NCC,2021-22,NCC-MS_Term2.md,4,A strong bond between two or more people refers to interpersonal 1+1+1=3
answer_text,NCC,2021-22,NCC-MS_Term2.md,5,Telephone/Mobile Phone 1+1+1=3
answer_text,NCC,2021-22,NCC-MS_Term2.md,9,Types of Style ( one mark) 1+3=4
answer_text,NCC,2021-22,NCC-MS_Term2.md,10,"Alertness, Courage and Decisiveness( 1 mark for each explanation) 1+1=2"
answer_text,NCC,2021-22,NCC-MS_Term2.md,11,"Portable/Light in weight, operation easy, 128 channels can be operated, Can 1/2x4=2"
answer_text,NCC,2021-22,NCC-MS_Term2.md,13,The following are the forces acting on an aircraft in flight: - (any three) 1+1+1= 3
answer_text,History,2021-22,History-MS.md,60,"On the same map ’ B’ is also marked as the Important town of second century BCE,"
answer_text,Carnatic Music Melodic Instrument,2021-22,CarnaticMusicMelodicInstrument-MS_Term2.md,1,"Svaramelkalanidhi"" is a musicological treatise written by Ramamatya, 2"
answer_text,Carnatic Music Melodic Instrument,2021-22,CarnaticMusicMelodicInstrument-MS_Term2.md,2,Raga - Bhairavi is the only Bhashanga raga prescribed in this syllabus. It 2
answer_text,Carnatic Music Melodic Instrument,2021-22,CarnaticMusicMelodicInstrument-MS_Term2.md,3,Maharaja Swati Tirunal’s royal name is Rama Vaand his parents are Gowri 2
answer_text,Carnatic Music Melodic Instrument,2021-22,CarnaticMusicMelodicInstrument-MS_Term2.md,4,In the prescribed syllabus there is only one Ubhaya vakra raga- Reetigoula 2
answer_text,Carnatic Music Melodic Instrument,2021-22,CarnaticMusicMelodicInstrument-MS_Term2.md,5,Students choice to opt his/her instruments 3
answer_text,Carnatic Music Melodic Instrument,2021-22,CarnaticMusicMelodicInstrument-MS_Term2.md,6,Raga Shanmukhapriya is a 56th Mela of 10th Chakra- Dishi. This is excatly 4
mcq_key,Home Science,2021-22,HomeScience-MS_Term2.md,4,A
answer_text,Home Science,2021-22,HomeScience-MS_Term2.md,5,Campaign- 1+1=2
answer_text,Home Science,2021-22,HomeScience-MS_Term2.md,9,Laundry is an art and science - 1+2=3
answer_text,Home Science,2021-22,HomeScience-MS_Term2.md,10,Six skills required for Journalism – 1/2x6=3
answer_text,Home Science,2021-22,HomeScience-MS_Term2.md,13,Eight responsibilities of consumers- 1/2x8=4
mcq_key,Sociology,2021-22,Sociology-MS_Term2.md,4,A
answer_text,Sociology,2021-22,Sociology-MS_Term2.md,5,Compare the impact of just-in-time for the company vis-à-vis the worker. 2
answer_text,Sociology,2021-22,Sociology-MS_Term2.md,6,Can we apply the distinction between old and new social movements in the 2
answer_text,Sociology,2021-22,Sociology-MS_Term2.md,7,Often it is thought that imparting knowledge of 'scientific' farming methods will 2
answer_text,Sociology,2021-22,Sociology-MS_Term2.md,8,Differentiate between the organized and unorganized sector. 2
answer_text,Sociology,2021-22,Sociology-MS_Term2.md,12,Identify and discuss the plight of the various stakeholders in the Bombay Textile 4
answer_text,Sociology,2021-22,Sociology-MS_Term2.md,13,"Jharkhand is one of the newly formed states of India, carved out of south Bihar 6"
answer_text,Sociology,2021-22,Sociology-MS_Term2.md,14,Show the relation between circulation of labour and feminization of agricultural 6
mcq_key,Chemistry,2021-22,Chemistry-MS_Term2.md,5,A
mcq_key,Chemistry,2021-22,Chemistry-MS_Term2.md,8,A
mcq_key,Chemistry,2021-22,Chemistry-MS_Term2.md,9,A
answer_text,Chemistry,2021-22,Chemistry-MS_Term2.md,10,Al(s) /Cd2+ (0.1M) // Al3+ (0.01M) /Cd(s) ½
answer_text,Gujarati,2021-22,Gujarati-MS_Term2.md,2,(અ) નીચેના પ્રશ્નોના સવવસ્તાર િવાબ િિો. (કોઈપણ ત્રણ) ૩X૩=9
answer_text,Gujarati,2021-22,Gujarati-MS_Term2.md,4,(અ) તમારી શાળામાૂં યોજાયેિા રમતોત્સવનો અહેવાિ આશરે 100 શબ્દોમાૂં 1X6=6
mcq_key,Kathakali,2021-22,Kathakali-MS.md,1,C
mcq_key,Kathakali,2021-22,Kathakali-MS.md,2,C
mcq_key,Kathakali,2021-22,Kathakali-MS.md,3,D
mcq_key,Kathakali,2021-22,Kathakali-MS.md,4,B
mcq_key,Kathakali,2021-22,Kathakali-MS.md,5,C
mcq_key,Kathakali,2021-22,Kathakali-MS.md,6,B
mcq_key,Kathakali,2021-22,Kathakali-MS.md,7,C
mcq_key,Kathakali,2021-22,Kathakali-MS.md,8,B
mcq_key,Kathakali,2021-22,Kathakali-MS.md,9,D
mcq_key,Kathakali,2021-22,Kathakali-MS.md,10,C
mcq_key,Kathakali,2021-22,Kathakali-MS.md,11,C
mcq_key,Kathakali,2021-22,Kathakali-MS.md,12,B
mcq_key,Kathakali,2021-22,Kathakali-MS.md,13,B
mcq_key,Kathakali,2021-22,Kathakali-MS.md,14,D
mcq_key,Kathakali,2021-22,Kathakali-MS.md,15,B
mcq_key,Kathakali,2021-22,Kathakali-MS.md,16,C
mcq_key,Kathakali,2021-22,Kathakali-MS.md,17,B
mcq_key,Kathakali,2021-22,Kathakali-MS.md,18,C
mcq_key,Kathakali,2021-22,Kathakali-MS.md,19,C
mcq_key,Kathakali,2021-22,Kathakali-MS.md,20,B
mcq_key,Kathakali,2021-22,Kathakali-MS.md,21,C
mcq_key,Kathakali,2021-22,Kathakali-MS.md,22,D
mcq_key,Kathakali,2021-22,Kathakali-MS.md,23,B
mcq_key,Kathakali,2021-22,Kathakali-MS.md,24,C
